Image Path,Folder,Subfolder,Timestamp,IdTag,Weight Before [g],Weight After [g],Water Amount [ml],Water Amount [g]
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_0\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_0,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_0\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_0,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_0\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_0,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_0\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_0,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_144\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_144,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_144\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_144,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_144\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_144,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_144\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_144,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_216\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_216,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_216\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_216,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_216\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_216,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_216\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_216,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_72\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_72,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_72\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_72,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_72\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_72,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_SV_72\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_SV_72,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_TV_90\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_TV_90,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_TV_90\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_TV_90,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_TV_90\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_TV_90,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100\Fluo_TV_90\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-08_07-32-41.715_7909100,Fluo_TV_90,09/08/2024 07:32:41,94-021-WilliamsSoy-HTN-WW,6311,6489,189,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_0\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_0,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_0\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_0,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_0\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_0,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_0\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_0,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_144\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_144,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_144\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_144,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_144\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_144,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_144\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_144,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_216\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_216,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_216\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_216,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_216\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_216,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_216\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_216,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_72\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_72,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_72\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_72,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_72\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_72,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_SV_72\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_SV_72,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_TV_90\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_TV_90,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_TV_90\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_TV_90,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_TV_90\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_TV_90,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500\Fluo_TV_90\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-09_08-30-35.379_7945500,Fluo_TV_90,09/09/2024 08:30:35,94-021-WilliamsSoy-HTN-WW,6332,6490,168,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_0\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_0,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_0\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_0,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_0\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_0,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_0\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_0,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_144\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_144,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_144\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_144,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_144\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_144,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_144\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_144,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_216\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_216,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_216\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_216,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_216\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_216,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_216\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_216,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_72\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_72,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_72\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_72,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_72\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_72,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_SV_72\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_SV_72,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_TV_90\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_TV_90,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_TV_90\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_TV_90,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_TV_90\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_TV_90,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300\Fluo_TV_90\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-10_07-27-49.564_7981300,Fluo_TV_90,09/10/2024 07:27:49,94-021-WilliamsSoy-HTN-WW,-1,-1,-1,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_0\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_0,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_0\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_0,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_0\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_0,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_0\0_0_0_leaf_edges.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_0,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_144\0_0_0.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_144,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_144\0_0_0_segmented.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_144,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
../Data\9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400\Fluo_SV_144\0_0_0_labeled_leaves.png,9-4-24-InHouse-Corn-Soy-Sorg_94-021-WilliamsSoy-HTN-WW_2024-09-12_07-28-34.894_8062400,Fluo_SV_144,09/12/2024 07:28:34,94-021-WilliamsSoy-HTN-WW,6398,6492,102,0
